pet_id,birth_day,age,gender,country,registration_date,housing_type,outdoor_space,family_type,hours_available,weekend_time,experience_level,training_ability,activity_level,noise_tolerance,budget_level,maintenance_tolerance,size_preference,grooming_tolerance,energy_preference,affection_preference,animal_type,breed
PET_108982,2016-11-08,10,Male,Japan,2016-12-16,house,balcony,family_with_children,high,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108907,2014-04-15,12,Female,Germany,2014-11-04,apartment,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108661,2015-10-03,11,Male,Australia,2016-03-10,apartment,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108278,2014-04-02,12,Male,United Kingdom,2014-08-21,house,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108315,2013-06-30,13,Female,Australia,2014-05-25,apartment,none,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108848,2013-04-10,13,Male,Japan,2013-06-15,apartment,garden,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108845,2018-07-05,8,Female,United Arab Emirates,2019-04-08,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108308,2021-02-14,5,Male,United Arab Emirates,2022-01-09,house,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108468,2017-02-22,9,Female,Australia,2018-01-20,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,high,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108535,2022-09-15,4,Female,Saudi Arabia,2023-03-20,house,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109034,2020-07-28,6,Female,United Arab Emirates,2020-09-08,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108424,2024-01-20,2,Male,United Kingdom,2024-05-18,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108525,2022-10-07,4,Male,Japan,2023-04-08,apartment,none,family_with_children,medium,medium,beginner,high,medium,low,medium,medium,medium,low,medium,balanced,turtle,Red-Eared Slider
PET_108810,2022-09-11,4,Female,Australia,2023-07-12,house,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108945,2015-04-29,11,Female,United Arab Emirates,2016-04-18,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109186,2013-04-24,13,Female,Saudi Arabia,2013-06-08,house,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108254,2024-12-14,2,Female,Saudi Arabia,2025-02-09,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109181,2015-07-18,11,Female,United Kingdom,2016-07-14,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108034,2023-06-28,3,Male,Australia,2024-02-17,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108259,2014-11-21,12,Female,United Kingdom,2015-08-19,house,none,family_with_children,medium,medium,expert,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108033,2024-05-20,2,Female,Canada,2024-12-15,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108146,2023-10-17,3,Female,Germany,2024-07-12,apartment,none,family_with_children,medium,medium,beginner,medium,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108902,2024-07-05,2,Female,Canada,2025-02-02,apartment,garden,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109009,2024-06-12,2,Female,United Kingdom,2024-09-24,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109103,2014-05-29,12,Male,Saudi Arabia,2015-02-20,house,garden,family_with_children,medium,low,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108339,2022-03-06,4,Female,United States,2023-03-05,apartment,garden,couple,medium,medium,beginner,low,medium,low,medium,low,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108176,2025-08-12,1,Male,United States,2026-05-04,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108198,2022-02-25,4,Male,Australia,2023-01-26,apartment,balcony,couple,medium,medium,beginner,low,medium,low,medium,low,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108081,2016-12-22,10,Female,Japan,2017-10-13,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,high,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108136,2024-03-26,2,Female,Saudi Arabia,2025-03-05,farm,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,high,medium,independent,turtle,Red-Eared Slider
PET_109035,2025-09-11,1,Female,Canada,2026-05-05,apartment,none,couple,medium,medium,expert,medium,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108703,2024-04-11,2,Male,Canada,2025-01-17,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108877,2022-12-21,4,Female,Germany,2023-05-27,apartment,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108396,2014-05-06,12,Male,Germany,2015-03-27,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109177,2014-11-20,12,Male,United Kingdom,2015-11-03,house,garden,family_with_children,medium,medium,beginner,low,low,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108337,2016-06-11,10,Female,United Kingdom,2017-02-24,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,medium,medium,independent,turtle,Red-Eared Slider
PET_108391,2015-10-17,11,Male,Australia,2016-02-08,apartment,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108658,2024-12-16,2,Female,Germany,2025-07-23,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108555,2012-07-01,14,Female,Saudi Arabia,2013-05-08,house,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108370,2021-01-12,5,Male,Canada,2021-04-28,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108449,2025-06-17,1,Male,Germany,2025-12-05,house,garden,family_with_children,medium,medium,beginner,low,medium,low,high,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108776,2013-03-23,13,Female,Canada,2013-07-08,apartment,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108740,2013-02-16,13,Male,Japan,2013-06-18,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,small,low,medium,independent,turtle,Red-Eared Slider
PET_108109,2013-06-20,13,Female,United Arab Emirates,2013-12-15,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109139,2016-10-23,10,Male,Germany,2017-07-24,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108167,2022-05-12,4,Male,Japan,2023-01-27,apartment,balcony,family_with_children,medium,medium,expert,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108705,2018-03-04,8,Female,Germany,2018-04-05,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108612,2013-07-09,13,Male,United Kingdom,2014-05-20,house,garden,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109028,2025-03-19,1,Female,United Kingdom,2026-01-21,apartment,garden,family_with_children,medium,medium,intermediate,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108764,2018-10-03,8,Female,Australia,2019-07-06,farm,none,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108265,2014-11-23,12,Female,Japan,2015-01-22,house,none,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108692,2015-12-30,11,Female,Germany,2016-11-15,apartment,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,medium,medium,independent,turtle,Red-Eared Slider
PET_108686,2013-10-09,13,Female,Australia,2014-04-13,apartment,balcony,alone,medium,low,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109132,2023-02-15,3,Male,Saudi Arabia,2024-01-06,house,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108199,2013-06-05,13,Female,Germany,2013-12-27,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108159,2021-01-03,5,Female,Saudi Arabia,2021-11-16,house,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108627,2023-01-14,3,Female,Germany,2023-09-25,house,balcony,family_with_children,medium,medium,beginner,low,medium,medium,medium,medium,medium,low,medium,very_affectionate,turtle,Red-Eared Slider
PET_108201,2025-08-06,1,Female,United Arab Emirates,2026-02-22,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108873,2018-07-11,8,Female,Australia,2019-04-24,farm,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109115,2021-11-16,5,Male,Germany,2021-12-17,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108923,2023-10-04,3,Female,Australia,2024-06-26,house,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109166,2013-09-21,13,Male,United Kingdom,2014-01-19,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108387,2016-10-04,10,Female,Australia,2017-08-31,house,balcony,family_with_children,high,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108477,2020-05-03,6,Male,Germany,2020-11-28,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,medium,medium,balanced,turtle,Red-Eared Slider
PET_108767,2022-07-15,4,Male,United States,2023-05-02,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108856,2022-10-06,4,Female,Australia,2023-02-09,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,low,independent,turtle,Red-Eared Slider
PET_108771,2019-02-23,7,Male,United Arab Emirates,2019-12-02,apartment,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108853,2025-04-30,1,Male,Australia,2026-02-21,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109141,2012-06-05,14,Female,Saudi Arabia,2013-03-07,apartment,balcony,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108722,2020-05-31,6,Male,Saudi Arabia,2020-12-04,house,balcony,family_with_children,medium,medium,beginner,medium,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108816,2021-06-02,5,Female,Australia,2022-01-19,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_109043,2015-09-14,11,Male,United States,2016-04-22,house,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,high,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108802,2018-04-02,8,Male,Australia,2018-11-27,house,garden,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,high,independent,turtle,Red-Eared Slider
PET_108809,2015-12-31,11,Female,Canada,2016-03-28,house,balcony,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108236,2022-06-07,4,Female,Australia,2023-01-04,house,garden,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108169,2012-06-06,14,Female,Canada,2012-09-02,apartment,balcony,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108403,2018-05-15,8,Male,United Arab Emirates,2019-01-06,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,low,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108017,2025-08-21,1,Male,United Arab Emirates,2025-10-27,apartment,garden,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108293,2016-01-09,10,Male,Canada,2016-03-03,apartment,balcony,couple,medium,low,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108177,2022-01-18,4,Male,Saudi Arabia,2022-04-09,apartment,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,large,low,medium,independent,turtle,Red-Eared Slider
PET_108248,2018-07-10,8,Male,Canada,2019-06-03,house,none,family_with_children,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
PET_108985,2016-05-01,10,Female,Saudi Arabia,2016-11-21,apartment,none,couple,medium,medium,beginner,low,medium,low,medium,medium,medium,high,medium,independent,turtle,Red-Eared Slider
PET_109172,2017-10-05,9,Female,Saudi Arabia,2018-08-14,house,none,alone,medium,medium,beginner,low,medium,low,medium,medium,medium,low,medium,independent,turtle,Red-Eared Slider
